target,entropy,surprisal
worse,0.0035,0
succumbing,0.0297,0
karoshi,0.0039,0
death,0.0017,0
studies,0.0073,0
suggesting,0.0126,0
longer,0.0039,0
workshop,0.0087,0
factory,0.0027,0
necessarily,0.0517,0
people,0.006,0
productive,0.0109,0
today,0.0026,0
still,0.0027,0
nursing,0.0019,0
collective,0.008,0
hangover,0.0044,0
bubble,0.008,0
About,0.0301,0
compared,0.0027,0
US,1.2289,0
according,0.004,0
data,0.0015,0
spending,0.0042,0
Erika,0.0236,0
Sekiguchi,0.0181,0
extreme,0.0189,0
trading,0.0016,0
employee,0.2309,0
used,0.004,0
counted,0.0022,0
sick,0.0022,0
Nobody,0.035,0
uses,0.0069,0
faces,0.0094,0
dilemma,0.808,0
criticism,0.0035,0
leaving,0.0038,0
colleagues,0.0177,0
lurch,0.005,0
Yuu,0.4605,0
Wakebe,0.0585,0
health,0.0029,0
ministry,0.0041,0
official,0.0043,0
overseeing,0.4136,0
policy,0.0043,0
working,0.0041,0
admits,0.0019,0
putting,0.0019,0
overtime,0.0043,0
month,0.0024,0
blames,0.0094,0
irresistible,0.1777,0
pressure,0.0034,0
match,0.0024,0
hour,0.0044,0
worker,0.0034,0
vacations,0.0056,0
unfortunately,0.2595,0
involves,0.0073,0
quite,0.0286,0
volunteer,0.0496,0
spirit,0.0016,0
