"","x","language","predictor","psychometric"
"69",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"70",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"71",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"72",5.49942235291004,"ZH","vmi_qwenzt","gaze_duration"
"73",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"74",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"75",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"76",5.47595230877399,"ZH","vmi_qwenzt","gaze_duration"
"77",5.36167198061943,"ZH","vmi_qwenzt","gaze_duration"
"78",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"79",5.27064767122269,"ZH","vmi_qwenzt","gaze_duration"
"80",2.57162078857422,"ZH","vmi_qwenzt","gaze_duration"
"81",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"82",5.49163072198629,"ZH","vmi_qwenzt","gaze_duration"
"83",3.26053556442261,"ZH","vmi_qwenzt","gaze_duration"
"84",5.44811549425125,"ZH","vmi_qwenzt","gaze_duration"
"85",3.82637413978577,"ZH","vmi_qwenzt","gaze_duration"
"86",4.23777994155884,"ZH","vmi_qwenzt","gaze_duration"
"87",2.51361211776733,"ZH","vmi_qwenzt","gaze_duration"
"88",5.48892370998859,"ZH","vmi_qwenzt","gaze_duration"
"89",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"90",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"91",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"92",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"93",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"94",5.47769941031933,"ZH","vmi_qwenzt","gaze_duration"
"95",5.37954666852951,"ZH","vmi_qwenzt","gaze_duration"
"96",5.47104977458715,"ZH","vmi_qwenzt","gaze_duration"
"97",3.11959299087524,"ZH","vmi_qwenzt","gaze_duration"
"98",3.1259046459198,"ZH","vmi_qwenzt","gaze_duration"
"99",5.43563890099525,"ZH","vmi_qwenzt","gaze_duration"
"100",4.22584816455841,"ZH","vmi_qwenzt","gaze_duration"
"101",2.50485619544983,"ZH","vmi_qwenzt","gaze_duration"
"102",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"103",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"104",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"105",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"106",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"107",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"108",2.84835514068604,"ZH","vmi_qwenzt","gaze_duration"
"109",5.49763898193836,"ZH","vmi_qwenzt","gaze_duration"
"110",4.81132229804993,"ZH","vmi_qwenzt","gaze_duration"
"111",4.88520380496979,"ZH","vmi_qwenzt","gaze_duration"
"112",5.48892370998859,"ZH","vmi_qwenzt","gaze_duration"
"113",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"114",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"115",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"116",5.40468236446381,"ZH","vmi_qwenzt","gaze_duration"
"117",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"118",2.58880504608154,"ZH","vmi_qwenzt","gaze_duration"
"119",4.06686791419983,"ZH","vmi_qwenzt","gaze_duration"
"120",5.48056253433228,"ZH","vmi_qwenzt","gaze_duration"
"121",5.47104977458715,"ZH","vmi_qwenzt","gaze_duration"
"122",3.11959299087524,"ZH","vmi_qwenzt","gaze_duration"
"123",3.1259046459198,"ZH","vmi_qwenzt","gaze_duration"
"124",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"125",4.37695964813232,"ZH","vmi_qwenzt","gaze_duration"
"126",2.58880504608154,"ZH","vmi_qwenzt","gaze_duration"
"127",2.90566333770752,"ZH","vmi_qwenzt","gaze_duration"
"128",5.26797550559044,"ZH","vmi_qwenzt","gaze_duration"
"129",3.71205159664154,"ZH","vmi_qwenzt","gaze_duration"
"130",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"131",5.43417308866978,"ZH","vmi_qwenzt","gaze_duration"
"132",5.49836428105831,"ZH","vmi_qwenzt","gaze_duration"
"133",5.43417308866978,"ZH","vmi_qwenzt","gaze_duration"
"134",3.39052042007446,"ZH","vmi_qwenzt","gaze_duration"
"135",5.42978550136089,"ZH","vmi_qwenzt","gaze_duration"
"136",5.32691242933273,"ZH","vmi_qwenzt","gaze_duration"
"137",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"138",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"139",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"140",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"141",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"142",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"143",5.38401178658009,"ZH","vmi_qwenzt","gaze_duration"
"144",5.42978550136089,"ZH","vmi_qwenzt","gaze_duration"
"145",4.88520380496979,"ZH","vmi_qwenzt","gaze_duration"
"146",5.48892370998859,"ZH","vmi_qwenzt","gaze_duration"
"147",5.36167198061943,"ZH","vmi_qwenzt","gaze_duration"
"148",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"149",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"150",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"151",4.35415383815765,"ZH","vmi_qwenzt","gaze_duration"
"152",3.94704565048218,"ZH","vmi_qwenzt","gaze_duration"
"153",4.2129259967804,"ZH","vmi_qwenzt","gaze_duration"
"154",5.46677942216396,"ZH","vmi_qwenzt","gaze_duration"
"155",2.5926650428772,"ZH","vmi_qwenzt","gaze_duration"
"156",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"157",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"158",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"159",5.33507823586464,"ZH","vmi_qwenzt","gaze_duration"
"160",4.3022323513031,"ZH","vmi_qwenzt","gaze_duration"
"161",3.2339266204834,"ZH","vmi_qwenzt","gaze_duration"
"162",5.32691242933273,"ZH","vmi_qwenzt","gaze_duration"
"163",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"164",5.46233002483845,"ZH","vmi_qwenzt","gaze_duration"
"165",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"166",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"167",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"168",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"169",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"170",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"171",3.24448713302612,"ZH","vmi_qwenzt","gaze_duration"
"172",5.49135116130114,"ZH","vmi_qwenzt","gaze_duration"
"173",3.07195314407349,"ZH","vmi_qwenzt","gaze_duration"
"174",3.86487099170685,"ZH","vmi_qwenzt","gaze_duration"
"175",4.07052990436554,"ZH","vmi_qwenzt","gaze_duration"
"176",5.10888591051102,"ZH","vmi_qwenzt","gaze_duration"
"177",4.86295863628387,"ZH","vmi_qwenzt","gaze_duration"
"178",5.37673501312733,"ZH","vmi_qwenzt","gaze_duration"
"179",5.48427933841944,"ZH","vmi_qwenzt","gaze_duration"
"180",3.03778752326965,"ZH","vmi_qwenzt","gaze_duration"
"181",5.33507823586464,"ZH","vmi_qwenzt","gaze_duration"
"182",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"183",5.4642728382349,"ZH","vmi_qwenzt","gaze_duration"
"184",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"185",4.67461630344391,"ZH","vmi_qwenzt","gaze_duration"
"186",4.35415383815765,"ZH","vmi_qwenzt","gaze_duration"
"187",3.94704565048218,"ZH","vmi_qwenzt","gaze_duration"
"188",2.56071719169617,"ZH","vmi_qwenzt","gaze_duration"
"189",3.59190722942352,"ZH","vmi_qwenzt","gaze_duration"
"190",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"191",5.30215415000916,"ZH","vmi_qwenzt","gaze_duration"
"192",5.48053045213222,"ZH","vmi_qwenzt","gaze_duration"
"193",5.49460297465324,"ZH","vmi_qwenzt","gaze_duration"
"194",3.91742607593536,"ZH","vmi_qwenzt","gaze_duration"
"195",3.39052042007446,"ZH","vmi_qwenzt","gaze_duration"
"196",3.71407553195953,"ZH","vmi_qwenzt","gaze_duration"
"197",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"198",5.47769941031933,"ZH","vmi_qwenzt","gaze_duration"
"199",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"200",4.49536427497864,"ZH","vmi_qwenzt","gaze_duration"
"201",3.52229269981384,"ZH","vmi_qwenzt","gaze_duration"
"202",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"203",5.48517752081156,"ZH","vmi_qwenzt","gaze_duration"
"204",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"205",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"206",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"207",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"208",5.44901807248592,"ZH","vmi_qwenzt","gaze_duration"
"209",3.153148021698,"ZH","vmi_qwenzt","gaze_duration"
"210",3.18733772277832,"ZH","vmi_qwenzt","gaze_duration"
"211",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"212",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"213",3.73081561565399,"ZH","vmi_qwenzt","gaze_duration"
"214",4.35415383815765,"ZH","vmi_qwenzt","gaze_duration"
"215",3.94704565048218,"ZH","vmi_qwenzt","gaze_duration"
"216",5.00336447000504,"ZH","vmi_qwenzt","gaze_duration"
"217",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"218",5.4497390204668,"ZH","vmi_qwenzt","gaze_duration"
"219",5.49591029077768,"ZH","vmi_qwenzt","gaze_duration"
"220",5.47595230877399,"ZH","vmi_qwenzt","gaze_duration"
"221",3.82931288719177,"ZH","vmi_qwenzt","gaze_duration"
"222",3.2339266204834,"ZH","vmi_qwenzt","gaze_duration"
"223",5.4204118514061,"ZH","vmi_qwenzt","gaze_duration"
"224",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"225",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"226",4.07052990436554,"ZH","vmi_qwenzt","gaze_duration"
"227",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"228",5.30215415000916,"ZH","vmi_qwenzt","gaze_duration"
"229",5.48053045213222,"ZH","vmi_qwenzt","gaze_duration"
"230",2.61700042724609,"ZH","vmi_qwenzt","gaze_duration"
"231",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"232",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"233",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"234",5.45886444687843,"ZH","vmi_qwenzt","gaze_duration"
"235",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"236",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"237",4.93688144922256,"ZH","vmi_qwenzt","gaze_duration"
"238",3.07515915870666,"ZH","vmi_qwenzt","gaze_duration"
"239",5.30078726649284,"ZH","vmi_qwenzt","gaze_duration"
"240",3.81861993312836,"ZH","vmi_qwenzt","gaze_duration"
"241",5.49135116130114,"ZH","vmi_qwenzt","gaze_duration"
"242",5.46446640431881,"ZH","vmi_qwenzt","gaze_duration"
"243",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"244",3.73081561565399,"ZH","vmi_qwenzt","gaze_duration"
"245",5.43210470318794,"ZH","vmi_qwenzt","gaze_duration"
"246",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"247",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"248",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"249",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"250",5.4119531327486,"ZH","vmi_qwenzt","gaze_duration"
"251",5.36732533216476,"ZH","vmi_qwenzt","gaze_duration"
"252",5.46677942216396,"ZH","vmi_qwenzt","gaze_duration"
"253",2.5926650428772,"ZH","vmi_qwenzt","gaze_duration"
"254",4.16255232334137,"ZH","vmi_qwenzt","gaze_duration"
"255",5.43210470318794,"ZH","vmi_qwenzt","gaze_duration"
"256",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"257",4.32692440986633,"ZH","vmi_qwenzt","gaze_duration"
"258",5.47104977458715,"ZH","vmi_qwenzt","gaze_duration"
"259",3.11959299087524,"ZH","vmi_qwenzt","gaze_duration"
"260",3.1259046459198,"ZH","vmi_qwenzt","gaze_duration"
"261",5.49135116130114,"ZH","vmi_qwenzt","gaze_duration"
"262",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"263",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"264",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"265",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"266",5.2886141204834,"ZH","vmi_qwenzt","gaze_duration"
"267",4.32692440986633,"ZH","vmi_qwenzt","gaze_duration"
"268",4.35415383815765,"ZH","vmi_qwenzt","gaze_duration"
"269",3.94704565048218,"ZH","vmi_qwenzt","gaze_duration"
"270",5.41110476493835,"ZH","vmi_qwenzt","gaze_duration"
"271",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"272",5.40573328375816,"ZH","vmi_qwenzt","gaze_duration"
"273",3.32478007316589,"ZH","vmi_qwenzt","gaze_duration"
"274",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"275",2.7905558013916,"ZH","vmi_qwenzt","gaze_duration"
"276",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"277",5.47818451762199,"ZH","vmi_qwenzt","gaze_duration"
"278",5.49537519007921,"ZH","vmi_qwenzt","gaze_duration"
"279",3.0337952041626,"ZH","vmi_qwenzt","gaze_duration"
"280",5.42496575057507,"ZH","vmi_qwenzt","gaze_duration"
"281",2.87654789924622,"ZH","vmi_qwenzt","gaze_duration"
"282",5.49135116130114,"ZH","vmi_qwenzt","gaze_duration"
"283",5.46677942216396,"ZH","vmi_qwenzt","gaze_duration"
"284",2.5926650428772,"ZH","vmi_qwenzt","gaze_duration"
"285",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"286",3.73081561565399,"ZH","vmi_qwenzt","gaze_duration"
"287",5.43210470318794,"ZH","vmi_qwenzt","gaze_duration"
"288",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"289",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"290",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"291",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"292",4.23777994155884,"ZH","vmi_qwenzt","gaze_duration"
"293",4.32692440986633,"ZH","vmi_qwenzt","gaze_duration"
"294",4.07052990436554,"ZH","vmi_qwenzt","gaze_duration"
"295",5.44901807248592,"ZH","vmi_qwenzt","gaze_duration"
"296",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"297",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"298",2.84182819366455,"ZH","vmi_qwenzt","gaze_duration"
"299",2.86265310287476,"ZH","vmi_qwenzt","gaze_duration"
"300",2.74250968933105,"ZH","vmi_qwenzt","gaze_duration"
"301",5.46979423254728,"ZH","vmi_qwenzt","gaze_duration"
"302",4.6148389840126,"ZH","vmi_qwenzt","gaze_duration"
"303",3.0337952041626,"ZH","vmi_qwenzt","gaze_duration"
"304",5.49019841492176,"ZH","vmi_qwenzt","gaze_duration"
"305",5.46044383585453,"ZH","vmi_qwenzt","gaze_duration"
"306",4.26604076862335,"ZH","vmi_qwenzt","gaze_duration"
"307",5.26797550559044,"ZH","vmi_qwenzt","gaze_duration"
"308",3.71205159664154,"ZH","vmi_qwenzt","gaze_duration"
"309",3.35247453689575,"ZH","vmi_qwenzt","gaze_duration"
"310",5.41878150045872,"ZH","vmi_qwenzt","gaze_duration"
"311",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"312",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"313",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"314",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"315",4.22584816455841,"ZH","vmi_qwenzt","gaze_duration"
"316",2.50485619544983,"ZH","vmi_qwenzt","gaze_duration"
"317",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"318",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"319",5.49419957786798,"ZH","vmi_qwenzt","gaze_duration"
"320",3.71407553195953,"ZH","vmi_qwenzt","gaze_duration"
"321",5.49466319769621,"ZH","vmi_qwenzt","gaze_duration"
"322",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"323",3.52772506713867,"ZH","vmi_qwenzt","gaze_duration"
"324",3.04621132850647,"ZH","vmi_qwenzt","gaze_duration"
"325",2.75055989265442,"ZH","vmi_qwenzt","gaze_duration"
"326",4.35857221126556,"ZH","vmi_qwenzt","gaze_duration"
"327",5.4388776832819,"ZH","vmi_qwenzt","gaze_duration"
"328",3.13139518737793,"ZH","vmi_qwenzt","gaze_duration"
"329",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"330",3.71407553195953,"ZH","vmi_qwenzt","gaze_duration"
"331",5.48053045213222,"ZH","vmi_qwenzt","gaze_duration"
"332",4.67461630344391,"ZH","vmi_qwenzt","gaze_duration"
"333",5.40802900135517,"ZH","vmi_qwenzt","gaze_duration"
"334",5.47104977458715,"ZH","vmi_qwenzt","gaze_duration"
"335",3.11959299087524,"ZH","vmi_qwenzt","gaze_duration"
"336",3.1259046459198,"ZH","vmi_qwenzt","gaze_duration"
"337",4.3269636297226,"ZH","vmi_qwenzt","gaze_duration"
"338",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"339",5.33507823586464,"ZH","vmi_qwenzt","gaze_duration"
"340",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"341",5.33507823586464,"ZH","vmi_qwenzt","gaze_duration"
"342",3.81861993312836,"ZH","vmi_qwenzt","gaze_duration"
"343",4.3269636297226,"ZH","vmi_qwenzt","gaze_duration"
"344",5.19055756568909,"ZH","vmi_qwenzt","gaze_duration"
"345",5.17350068330765,"ZH","vmi_qwenzt","gaze_duration"
"346",3.87939509391785,"ZH","vmi_qwenzt","gaze_duration"
"347",5.4767199793458,"ZH","vmi_qwenzt","gaze_duration"
"348",2.6711755657196,"ZH","vmi_qwenzt","gaze_duration"
"349",5.34534795224667,"ZH","vmi_qwenzt","gaze_duration"
"350",5.46677942216396,"ZH","vmi_qwenzt","gaze_duration"
"351",2.5926650428772,"ZH","vmi_qwenzt","gaze_duration"
"352",5.48941400289536,"ZH","vmi_qwenzt","gaze_duration"
"353",3.06996258735657,"ZH","vmi_qwenzt","gaze_duration"
"354",3.52772506713867,"ZH","vmi_qwenzt","gaze_duration"
"355",5.48989336580038,"ZH","vmi_qwenzt","gaze_duration"
"356",2.84835514068604,"ZH","vmi_qwenzt","gaze_duration"
"357",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"358",5.43269364178181,"ZH","vmi_qwenzt","gaze_duration"
"359",3.28170308113098,"ZH","vmi_qwenzt","gaze_duration"
"360",5.33507823586464,"ZH","vmi_qwenzt","gaze_duration"
"361",5.22476705551147,"ZH","vmi_qwenzt","gaze_duration"
"362",5.47505463302135,"ZH","vmi_qwenzt","gaze_duration"
"363",5.49163072198629,"ZH","vmi_qwenzt","gaze_duration"
"364",3.26053556442261,"ZH","vmi_qwenzt","gaze_duration"
"365",4.61582228183746,"ZH","vmi_qwenzt","gaze_duration"
"366",5.45138181388378,"ZH","vmi_qwenzt","gaze_duration"
"367",3.83043703079224,"ZH","vmi_qwenzt","gaze_duration"
"368",3.03778752326965,"ZH","vmi_qwenzt","gaze_duration"
"369",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"370",5.39240249633789,"ZH","vmi_qwenzt","gaze_duration"
"371",3.14223894119263,"ZH","vmi_qwenzt","gaze_duration"
"372",4.46459051609039,"ZH","vmi_qwenzt","gaze_duration"
"373",5.44901807248592,"ZH","vmi_qwenzt","gaze_duration"
"374",3.153148021698,"ZH","vmi_qwenzt","gaze_duration"
"375",3.18733772277832,"ZH","vmi_qwenzt","gaze_duration"
"376",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"377",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"378",2.86378153800964,"ZH","vmi_qwenzt","gaze_duration"
"379",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"380",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"381",5.47884815573692,"ZH","vmi_qwenzt","gaze_duration"
"382",3.72699007034302,"ZH","vmi_qwenzt","gaze_duration"
"383",5.4119531327486,"ZH","vmi_qwenzt","gaze_duration"
"384",5.38401178658009,"ZH","vmi_qwenzt","gaze_duration"
"385",5.36160432934761,"ZH","vmi_qwenzt","gaze_duration"
"386",2.94153746604919,"ZH","vmi_qwenzt","gaze_duration"
"387",5.32691242933273,"ZH","vmi_qwenzt","gaze_duration"
"388",5.27064767122269,"ZH","vmi_qwenzt","gaze_duration"
"389",2.57162078857422,"ZH","vmi_qwenzt","gaze_duration"
"390",5.49466319769621,"ZH","vmi_qwenzt","gaze_duration"
"391",5.43563890099525,"ZH","vmi_qwenzt","gaze_duration"
"392",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"393",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"394",5.45908277869225,"ZH","vmi_qwenzt","gaze_duration"
"395",3.64503463745117,"ZH","vmi_qwenzt","gaze_duration"
"396",3.79387816429138,"ZH","vmi_qwenzt","gaze_duration"
"397",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"398",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"399",5.48997887611389,"ZH","vmi_qwenzt","gaze_duration"
"400",3.03778752326965,"ZH","vmi_qwenzt","gaze_duration"
"401",5.48990770816803,"ZH","vmi_qwenzt","gaze_duration"
"402",5.44901807248592,"ZH","vmi_qwenzt","gaze_duration"
"403",5.44165129601955,"ZH","vmi_qwenzt","gaze_duration"
"404",3.74477883815765,"ZH","vmi_qwenzt","gaze_duration"
"405",5.2894326710701,"ZH","vmi_qwenzt","gaze_duration"
"406",5.46979423254728,"ZH","vmi_qwenzt","gaze_duration"
"407",5.47762263208628,"ZH","vmi_qwenzt","gaze_duration"
"408",5.49238958597183,"ZH","vmi_qwenzt","gaze_duration"
"409",3.90029152870178,"ZH","vmi_qwenzt","gaze_duration"
"410",3.07515915870666,"ZH","vmi_qwenzt","gaze_duration"
